zone	zone_name	npc_id	npc_name	race	class	level	faction_name	bodytype	class_name
akanon	Ak'Anon	55133	Tergon_Brenclog	12	32	61	Eldritch Collective	1	Class 32
akanon	Ak'Anon	55015	Xalirilan_Zarinokosalio	12	31	61	Eldritch Collective	1	Class 31
akanon	Ak'Anon	55132	Juline_Urncaller	12	33	70	Eldritch Collective	1	Class 33
akanon	Ak'Anon	55116	Drekon_Vebnebber	12	41	20	Gem Choppers	1	Class 41
akanon	Ak'Anon	55018	Zigg_Flin	12	9	25	Gem Choppers	1	Rogue
akanon	Ak'Anon	55090	Sanfyrd_Featherhead	12	1	25	Gem Choppers	1	Warrior
akanon	Ak'Anon	55042	Watchman_Dool	12	1	35	Gem Choppers	1	Warrior
akanon	Ak'Anon	55058	Watchman_Qiz	12	1	35	Gem Choppers	1	Warrior
akanon	Ak'Anon	55059	Watchman_Hodl	12	1	35	Gem Choppers	1	Warrior
akanon	Ak'Anon	55069	Watchman_Lyl	12	1	35	Gem Choppers	1	Warrior
akanon	Ak'Anon	55137	Kimble_Nogflop	12	1	40	Gem Choppers	1	Warrior
akanon	Ak'Anon	55117	Narron_Jenork	12	20	61	Gem Choppers	1	Warrior (NPC)
akanon	Ak'Anon	55118	Manik_Compolten	12	20	61	Gem Choppers	1	Warrior (NPC)
akanon	Ak'Anon	55135	Jarah_Reskan	12	20	61	Gem Choppers	1	Warrior (NPC)
akanon	Ak'Anon	55136	Baxok_Curhunter	12	20	61	Gem Choppers	1	Warrior (NPC)
akanon	Ak'Anon	55224	Red_V	88	1	3	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55083	a_brown_bear	43	1	4	King Ak`Anon	21	Warrior
akanon	Ak'Anon	55167	Red_V	88	1	5	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55161	Cleaner_X	36	1	6	King Ak`Anon	21	Warrior
akanon	Ak'Anon	55163	Duster_V	36	1	6	King Ak`Anon	21	Warrior
akanon	Ak'Anon	55202	Clockwork_XXIA	38	1	7	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55190	Clockwork_XXIIIA	38	1	8	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55082	a_tiger	63	1	8	King Ak`Anon	21	Warrior
akanon	Ak'Anon	55221	Scrubber_IV	36	1	8	King Ak`Anon	21	Warrior
akanon	Ak'Anon	55062	Clockwork_XXIA	38	1	9	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55183	clockwork_cleaner	36	1	9	King Ak`Anon	21	Warrior
akanon	Ak'Anon	55000	Scrubber_IV	36	1	11	King Ak`Anon	21	Warrior
akanon	Ak'Anon	55044	Clockwork_XXIIIA	38	1	12	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55036	clockwork_cleaner	36	1	12	King Ak`Anon	21	Warrior
akanon	Ak'Anon	55039	Clockwork_XVIIA	38	1	18	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55191	Clockwork_XXA	38	1	19	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55200	Clockwork_XXVA	38	1	19	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55004	Clockwork_XIXA	38	1	20	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55166	Clockwork_XIXA	38	1	21	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55060	Clockwork_XXVA	38	1	21	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55205	Clockwork_XVA	38	1	21	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55172	Clockwork_XIXA	38	1	22	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55045	Clockwork_XXA	38	1	22	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55065	Clockwork_XVA	38	1	22	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55218	a_mechanic	12	1	23	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55091	a_mechanic	12	1	23	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55094	a_mechanic	12	1	24	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55219	a_mechanic	12	1	24	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55095	a_mechanic	12	1	25	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55096	a_mechanic	12	1	26	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55092	a_mechanic	12	1	26	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55008	a_mechanic	12	1	27	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55093	a_mechanic	12	1	27	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55171	Clockwork_XIIE	88	1	28	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55178	Guide_V	88	1	28	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55180	Guide_III	88	1	28	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55193	Clockwork_XXVIIB	38	1	28	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55050	Clockwork_XXIXB	38	1	28	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55063	Clockwork_XVIB	38	1	28	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55066	Clockwork_XIIB	38	1	28	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55073	Clockwork_XIE	88	1	28	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55085	Clockwork_IZ	88	1	28	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55032	Guide_III	88	1	29	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55033	Guide_II	88	1	29	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55041	Clockwork_XVIIIE	88	1	29	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55192	Clockwork_XVIE	88	1	29	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55049	Clockwork_XXVIIIB	38	1	29	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55195	Clockwork_XXIXB	38	1	29	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55055	Clockwork_XXIB	38	1	29	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55071	Clockwork_XIVE	88	1	29	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55215	Clockwork_IIIZ	88	1	29	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55216	Clockwork_IZ	88	1	29	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55204	Clockwork_XVIIB	38	1	29	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55030	Guide_V	88	1	30	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55194	Clockwork_XXVIIIB	38	1	30	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55197	Clockwork_IVB	38	1	30	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55199	Clockwork_XXB	38	1	30	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55076	Clockwork_XE	88	1	30	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55077	Clockwork_XVE	88	1	30	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55002	Clockwork_XIIE	88	1	31	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55176	Guide_VI	88	1	31	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55177	Guide_IV	88	1	31	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55179	Guide_I	88	1	31	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55047	Clockwork_XVIE	88	1	31	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55048	Clockwork_XXVIIB	38	1	31	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55052	Clockwork_IVB	38	1	31	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55203	Clockwork_XVIB	38	1	31	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55206	Clockwork_XIIB	38	1	31	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55067	Clockwork_XIB	38	1	31	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55070	Clockwork_XXE	88	1	31	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55064	Clockwork_XVIIB	38	1	31	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55028	Guide_VI	88	1	32	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55029	Guide_IV	88	1	32	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55031	Guide_I	88	1	32	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55181	Guide_II	88	1	32	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55043	Clockwork_XIIIB	38	1	32	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55046	Clockwork_XVIIIB	38	1	32	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55054	Clockwork_XXB	38	1	32	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55208	Clockwork_XXE	88	1	32	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55210	Clockwork_XIE	88	1	32	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55084	Clockwork_IIIZ	88	1	32	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55086	Clockwork_IIZ	88	1	32	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55175	Exterminator_VIII	88	1	33	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55207	Clockwork_XXXD	88	1	33	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55075	Clockwork_XVD	88	1	33	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55053	Clockwork_XXVD	88	1	34	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55209	Clockwork_XVID	88	1	34	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55211	Clockwork_XXID	88	1	34	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55040	Clockwork_XXIVD	88	1	35	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55068	Clockwork_XXXD	88	1	35	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55074	Clockwork_XXID	88	1	35	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55212	Clockwork_XVD	88	1	35	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55198	Clockwork_XXVD	88	1	36	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55213	Clockwork_XXD	88	1	36	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55016	Exterminator_VIII	88	1	37	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55072	Clockwork_XVID	88	1	37	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55078	Clockwork_XXD	88	1	37	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55170	Clockwork_XVIIC	38	1	38	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55051	Clockwork_XIIC	38	1	38	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55165	Clockwork_XVIIC	38	1	39	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55185	Clockwork_XXVIIC	38	1	39	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55196	Clockwork_XIIC	38	1	39	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55061	Clockwork_XXVIC	38	1	39	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55003	Clockwork_XVIIC	38	1	40	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55037	Clockwork_XXVIIC	38	1	40	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55087	a_clockwork_receptionist	88	1	40	King Ak`Anon	1	Warrior
akanon	Ak'Anon	55222	Clockwork_XVIIC	38	1	42	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55201	Clockwork_XXVIC	38	1	42	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55057	Clockwork_MX	38	1	44	King Ak`Anon	22	Warrior
akanon	Ak'Anon	55017	Clockwork_VIIX	88	14	55	King Ak`Anon	1	Enchanter
akanon	Ak'Anon	55088	King_Ak-Anon	88	13	60	King Ak`Anon	1	Magician
akanon	Ak'Anon	55155	Lyra_Lyrestringer	4	8	25	League of Antonican Bards	1	Bard
akanon	Ak'Anon	55081	a_lesser_minotaur	53	1	9	Meldrath	1	Warrior
akanon	Ak'Anon	55150	Zenrel_Ottonoggin	12	41	25	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55027	Rylin_Coil	12	41	30	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55080	a_clockwork_merchant	88	41	30	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55140	a_clockwork_baker	88	41	35	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55141	a_clockwork_armorer	88	41	35	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55142	a_clockwork_merchant	88	41	35	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55143	a_clockwork_potter	88	41	35	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55144	a_clockwork_tailor	88	41	35	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55013	Clockwork_Merchant	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55325	Clockwork_Merchant	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55324	Clockwork_Merchant	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55311	Clockwork_Merchant	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55316	Clockwork_Merchant	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55309	Clockwork_Merchant	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55021	Clockwork_SmithXIII	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55149	a_clockwork_miner	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55098	a_clockwork_alchemist	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55099	a_clockwork_jeweler	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55100	a_clockwork_jeweler	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55101	a_clockwork_grocer	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55102	a_clockwork_bowyer	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55103	a_clockwork_weaponsmith	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55104	a_clockwork_weaponsmith	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55105	a_clockwork_barkeep	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55328	a_clockwork_merchant	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55106	a_clockwork_cobbler	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55107	a_clockwork_armorer	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55108	a_clockwork_armorer	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55109	a_clockwork_tanner	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55110	a_clockwork_tanner	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55111	a_clockwork_tailor	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55112	a_clockwork_tailor	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55113	a_clockwork_banker	88	40	40	Merchants of Ak`Anon	1	Class 40
akanon	Ak'Anon	55220	a_clockwork_banker	88	40	40	Merchants of Ak`Anon	1	Class 40
akanon	Ak'Anon	55147	a_clockwork_brewmaster	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55148	a_clockwork_sketcher	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55154	Tesil_Gludien	12	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55308	Clockwork_Merchant	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55310	Clockwork_Merchant	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55312	Clockwork_Merchant	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55313	Clockwork_Merchant	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55314	Clockwork_Merchant	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55315	Clockwork_Merchant	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55317	Clockwork_Merchant	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55318	Clockwork_Merchant	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55319	a_clockwork_merchant	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55301	a_clockwork_merchant	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55302	a_clockwork_merchant	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55320	Clockwork_Merchant	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55323	Clockwork_Merchant	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55322	Clockwork_Merchant	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55115	a_clockwork_priest	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55014	Clockwork_Merchant	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55321	Clockwork_Merchant	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55079	Clockwork_Merchant	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55097	a_clockwork_merchant	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55326	a_clockwork_merchant	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55327	a_clockwork_merchant	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55329	a_clockwork_merchant	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55330	Clockwork_Merchant	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55332	Clockwork_Merchant	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55333	Clockwork_Merchant	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55331	Clockwork_Merchant	88	41	40	Merchants of Ak`Anon	1	Class 41
akanon	Ak'Anon	55305	Clockwork_Merchant	88	41	50	Merchants of Ak`Anon	5	Class 41
akanon	Ak'Anon	55304	Clockwork_Merchant	88	41	50	Merchants of Ak`Anon	5	Class 41
akanon	Ak'Anon	55306	Clockwork_Merchant	88	41	50	Merchants of Ak`Anon	5	Class 41
akanon	Ak'Anon	55307	Clockwork_Merchant	88	41	50	Merchants of Ak`Anon	5	Class 41
akanon	Ak'Anon	55303	Clockwork_Merchant	88	41	50	Merchants of Ak`Anon	5	Class 41
cabeast	Cabilis East	106003	a_swamp_leech	104	1	1	NULL	21	Warrior
cabeast	Cabilis East	106000	a_mosquito	134	1	1	NULL	22	Warrior
cabeast	Cabilis East	106001	decaying_skeleton	161	1	1	NULL	3	Warrior
cabeast	Cabilis East	106005	a_young_scaled_wolf	356	1	1	NULL	21	Warrior
cabeast	Cabilis East	106126	betabstgmspawner	240	1	1	NULL	11	Warrior
cabeast	Cabilis East	106305	a_Frostfell_Goblin	433	1	1	NULL	1	Warrior
cabeast	Cabilis East	106306	Hargar_the_Velium_Chef	8	1	1	NULL	1	Warrior
cabeast	Cabilis East	106307	Fireworks_Engineer_Fabdabus	12	1	1	NULL	1	Warrior
cabeast	Cabilis East	106002	a_scorpion	129	1	2	NULL	22	Warrior
cabeast	Cabilis East	106124	a_giant_swamp_leech	104	1	2	NULL	21	Warrior
cabeast	Cabilis East	106022	a_giant_swamp_leech	104	1	4	NULL	21	Warrior
cabeast	Cabilis East	106023	Half_Elf_Maiden	7	1	25	NULL	1	Warrior
cabeast	Cabilis East	106120	Master_Glox	128	7	40	NULL	1	Monk
cabeast	Cabilis East	106999	Priest_of_Discord	1	2	50	NULL	1	Cleric
cabeast	Cabilis East	106015	Gondola	73	1	50	NULL	5	Warrior
cabeast	Cabilis East	106303	Zauz_Malgorne	128	1	50	NULL	1	Warrior
cabeast	Cabilis East	106113	Hierophant_Vjen	128	63	65	NULL	1	Class 63
cabeast	Cabilis East	106304	Santug_Claugg	10	1	70	NULL	1	Warrior
cabeast	Cabilis East	106117	Soulbinder_Shakar	128	1	65	Beta Neutral	1	Warrior
cabeast	Cabilis East	106004	Grype	128	11	30	Brood of Kotiz	1	Necromancer
cabeast	Cabilis East	106021	Klok_Wartol	139	41	30	Brood of Kotiz	1	Class 41
cabeast	Cabilis East	106998	Sybar	139	41	50	Brood of Kotiz	1	Class 41
cabeast	Cabilis East	106061	Librarian_Zimor	128	11	61	Brood of Kotiz	1	Necromancer
cabeast	Cabilis East	106085	Frizazz	139	1	15	Cabilis Residents	1	Warrior
cabeast	Cabilis East	106094	Jozter	139	1	15	Cabilis Residents	1	Warrior
cabeast	Cabilis East	106115	Klok_Faziz	128	41	25	Cabilis Residents	1	Class 41
cabeast	Cabilis East	106009	Exterminator_Sahizz	139	1	30	Cabilis Residents	1	Warrior
cabeast	Cabilis East	106018	Klok_Toren	139	41	30	Cabilis Residents	1	Class 41
cabeast	Cabilis East	106019	Klok_Gritchit	139	41	30	Cabilis Residents	1	Class 41
cabeast	Cabilis East	106020	Klok_Sweetzie	139	41	30	Cabilis Residents	1	Class 41
cabeast	Cabilis East	106032	Granthrow	139	41	30	Cabilis Residents	1	Class 41
cabeast	Cabilis East	106033	Rastok	139	41	30	Cabilis Residents	1	Class 41
cabeast	Cabilis East	106034	Klok_Grots	139	41	30	Cabilis Residents	1	Class 41
cabeast	Cabilis East	106035	Klok_Nalgoz	139	41	30	Cabilis Residents	1	Class 41
cabeast	Cabilis East	106036	Klok_Stitch	139	41	30	Cabilis Residents	1	Class 41
cabeast	Cabilis East	106038	Smithy_Vyx	139	41	30	Cabilis Residents	1	Class 41
cabeast	Cabilis East	106039	Weaponsmith_Grugl	139	41	30	Cabilis Residents	1	Class 41
