zone	zone_name	expansion	spawngroupID	npcID	npc_name	race	class	level	npc_faction_id	primary_faction	bodytype	isquest	merchant_id
akanon	Ak'Anon	0	7127	55045	Clockwork_XXA	38	1	22	196	King Ak`Anon	22	0	0
akanon	Ak'Anon	0	5923	55065	Clockwork_XVA	38	1	22	196	King Ak`Anon	22	0	0
akanon	Ak'Anon	0	7173	55218	a_mechanic	12	1	23	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	5767	55091	a_mechanic	12	1	23	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	1	55094	a_mechanic	12	1	24	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	2	55219	a_mechanic	12	1	24	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	7161	55018	Zigg_Flin	12	9	25	815	Gem Choppers	1	0	0
akanon	Ak'Anon	0	5768	55090	Sanfyrd_Featherhead	12	1	25	344	Gem Choppers	1	1	0
akanon	Ak'Anon	0	2	55095	a_mechanic	12	1	25	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	43	55150	Zenrel_Ottonoggin	12	41	25	479	Merchants of Ak`Anon	1	1	55150
akanon	Ak'Anon	0	48	55155	Lyra_Lyrestringer	4	8	25	179	League of Antonican Bards	1	1	0
akanon	Ak'Anon	0	5902	55096	a_mechanic	12	1	26	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	5766	55092	a_mechanic	12	1	26	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	7173	55008	a_mechanic	12	1	27	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	5902	55093	a_mechanic	12	1	27	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	7180	55171	Clockwork_XIIE	88	1	28	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	7143	55178	Guide_V	88	1	28	196	King Ak`Anon	1	1	0
akanon	Ak'Anon	0	7141	55180	Guide_III	88	1	28	196	King Ak`Anon	1	1	0
akanon	Ak'Anon	0	7124	55193	Clockwork_XXVIIB	38	1	28	196	King Ak`Anon	22	0	0
akanon	Ak'Anon	0	7122	55050	Clockwork_XXIXB	38	1	28	196	King Ak`Anon	22	0	0
akanon	Ak'Anon	0	5921	55063	Clockwork_XVIB	38	1	28	196	King Ak`Anon	22	0	0
akanon	Ak'Anon	0	5920	55066	Clockwork_XIIB	38	1	28	196	King Ak`Anon	22	0	0
akanon	Ak'Anon	0	5913	55073	Clockwork_XIE	88	1	28	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	5903	55085	Clockwork_IZ	88	1	28	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	7141	55032	Guide_III	88	1	29	196	King Ak`Anon	1	1	0
akanon	Ak'Anon	0	7140	55033	Guide_II	88	1	29	196	King Ak`Anon	1	1	0
akanon	Ak'Anon	0	7131	55041	Clockwork_XVIIIE	88	1	29	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	7125	55192	Clockwork_XVIE	88	1	29	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	7123	55049	Clockwork_XXVIIIB	38	1	29	196	King Ak`Anon	22	0	0
akanon	Ak'Anon	0	7122	55195	Clockwork_XXIXB	38	1	29	196	King Ak`Anon	22	0	0
akanon	Ak'Anon	0	5897	55055	Clockwork_XXIB	38	1	29	196	King Ak`Anon	22	0	0
akanon	Ak'Anon	0	5915	55071	Clockwork_XIVE	88	1	29	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	5904	55215	Clockwork_IIIZ	88	1	29	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	5903	55216	Clockwork_IZ	88	1	29	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	34706	55204	Clockwork_XVIIB	38	1	29	196	King Ak`Anon	22	0	0
akanon	Ak'Anon	0	7146	55027	Rylin_Coil	12	41	30	343	Merchants of Ak`Anon	1	0	55027
akanon	Ak'Anon	0	7143	55030	Guide_V	88	1	30	196	King Ak`Anon	1	1	0
akanon	Ak'Anon	0	7123	55194	Clockwork_XXVIIIB	38	1	30	196	King Ak`Anon	22	0	0
akanon	Ak'Anon	0	5894	55197	Clockwork_IVB	38	1	30	196	King Ak`Anon	22	0	0
akanon	Ak'Anon	0	5896	55199	Clockwork_XXB	38	1	30	196	King Ak`Anon	22	0	0
akanon	Ak'Anon	0	5910	55076	Clockwork_XE	88	1	30	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	5909	55077	Clockwork_XVE	88	1	30	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	48159	55080	a_clockwork_merchant	88	41	30	157	Merchants of Ak`Anon	1	0	55080
akanon	Ak'Anon	0	7180	55002	Clockwork_XIIE	88	1	31	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	7145	55176	Guide_VI	88	1	31	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	7144	55177	Guide_IV	88	1	31	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	7142	55179	Guide_I	88	1	31	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	7125	55047	Clockwork_XVIE	88	1	31	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	7124	55048	Clockwork_XXVIIB	38	1	31	196	King Ak`Anon	22	0	0
akanon	Ak'Anon	0	5894	55052	Clockwork_IVB	38	1	31	196	King Ak`Anon	22	0	0
akanon	Ak'Anon	0	5921	55203	Clockwork_XVIB	38	1	31	196	King Ak`Anon	22	0	0
akanon	Ak'Anon	0	5920	55206	Clockwork_XIIB	38	1	31	196	King Ak`Anon	22	0	0
akanon	Ak'Anon	0	5919	55067	Clockwork_XIB	38	1	31	196	King Ak`Anon	22	0	0
akanon	Ak'Anon	0	5916	55070	Clockwork_XXE	88	1	31	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	34706	55064	Clockwork_XVIIB	38	1	31	196	King Ak`Anon	22	0	0
akanon	Ak'Anon	0	7180	55223	Kozyn_Gigglephizz	12	12	32	221	Dark Reflection	1	0	0
akanon	Ak'Anon	0	7145	55028	Guide_VI	88	1	32	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	7144	55029	Guide_IV	88	1	32	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	7142	55031	Guide_I	88	1	32	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	7140	55181	Guide_II	88	1	32	196	King Ak`Anon	1	1	0
akanon	Ak'Anon	0	7129	55043	Clockwork_XIIIB	38	1	32	196	King Ak`Anon	22	0	0
akanon	Ak'Anon	0	7126	55046	Clockwork_XVIIIB	38	1	32	196	King Ak`Anon	22	0	0
akanon	Ak'Anon	0	5896	55054	Clockwork_XXB	38	1	32	196	King Ak`Anon	22	0	0
akanon	Ak'Anon	0	5916	55208	Clockwork_XXE	88	1	32	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	5913	55210	Clockwork_XIE	88	1	32	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	5904	55084	Clockwork_IIIZ	88	1	32	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	5902	55086	Clockwork_IIZ	88	1	32	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	7163	55175	Exterminator_VIII	88	1	33	196	King Ak`Anon	1	1	0
akanon	Ak'Anon	0	5918	55207	Clockwork_XXXD	88	1	33	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	5911	55075	Clockwork_XVD	88	1	33	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	7180	55164	Kozyn_Gigglephizz	12	12	34	221	Dark Reflection	1	0	0
akanon	Ak'Anon	0	5895	55053	Clockwork_XXVD	88	1	34	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	5914	55209	Clockwork_XVID	88	1	34	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	5912	55211	Clockwork_XXID	88	1	34	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	50	55157	Drigaz_Grumblegrowl	48	2	34	500	Deepmuses	1	1	0
akanon	Ak'Anon	0	7149	55022	Glerbella_Gibblix	12	2	35	221	Dark Reflection	1	1	0
akanon	Ak'Anon	0	7147	55026	Tilkzog_Mournunder	12	11	35	221	Dark Reflection	1	1	0
akanon	Ak'Anon	0	7132	55040	Clockwork_XXIVD	88	1	35	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	7130	55042	Watchman_Dool	12	1	35	381	Gem Choppers	1	0	0
akanon	Ak'Anon	0	5900	55058	Watchman_Qiz	12	1	35	381	Gem Choppers	1	0	0
akanon	Ak'Anon	0	5901	55059	Watchman_Hodl	12	1	35	381	Gem Choppers	1	0	0
akanon	Ak'Anon	0	5918	55068	Clockwork_XXXD	88	1	35	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	5917	55069	Watchman_Lyl	12	1	35	381	Gem Choppers	1	0	0
akanon	Ak'Anon	0	5912	55074	Clockwork_XXID	88	1	35	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	5911	55212	Clockwork_XVD	88	1	35	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	4	55140	a_clockwork_baker	88	41	35	157	Merchants of Ak`Anon	1	0	55140
akanon	Ak'Anon	0	11	55141	a_clockwork_armorer	88	41	35	157	Merchants of Ak`Anon	1	0	55141
akanon	Ak'Anon	0	37	55142	a_clockwork_merchant	88	41	35	157	Merchants of Ak`Anon	1	0	55142
akanon	Ak'Anon	0	38	55143	a_clockwork_potter	88	41	35	157	Merchants of Ak`Anon	1	0	55143
akanon	Ak'Anon	0	39	55144	a_clockwork_tailor	88	41	35	157	Merchants of Ak`Anon	1	0	55144
akanon	Ak'Anon	0	34750	55025	Windlebeck_Tobokog	12	1	35	221	Dark Reflection	1	1	0
akanon	Ak'Anon	0	34656	55024	Mimtia_Zethkog	12	1	35	221	Dark Reflection	1	1	0
akanon	Ak'Anon	0	99083	55023	Rebbie_Romblerum	12	9	35	221	Dark Reflection	1	1	0
akanon	Ak'Anon	0	5895	55198	Clockwork_XXVD	88	1	36	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	5908	55213	Clockwork_XXD	88	1	36	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	7163	55016	Exterminator_VIII	88	1	37	196	King Ak`Anon	1	1	0
akanon	Ak'Anon	0	5914	55072	Clockwork_XVID	88	1	37	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	5908	55078	Clockwork_XXD	88	1	37	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	7179	55170	Clockwork_XVIIC	38	1	38	196	King Ak`Anon	22	1	0
akanon	Ak'Anon	0	5893	55051	Clockwork_XIIC	38	1	38	196	King Ak`Anon	22	1	0
akanon	Ak'Anon	0	7178	55165	Clockwork_XVIIC	38	1	39	196	King Ak`Anon	22	1	0
akanon	Ak'Anon	0	7134	55185	Clockwork_XXVIIC	38	1	39	196	King Ak`Anon	22	1	0
akanon	Ak'Anon	0	5893	55196	Clockwork_XIIC	38	1	39	196	King Ak`Anon	22	1	0
akanon	Ak'Anon	0	7119	55061	Clockwork_XXVIC	38	1	39	196	King Ak`Anon	22	1	0
akanon	Ak'Anon	0	7179	55003	Clockwork_XVIIC	38	1	40	196	King Ak`Anon	22	1	0
akanon	Ak'Anon	0	7165	55013	Clockwork_Merchant	88	41	40	157	Merchants of Ak`Anon	1	0	55013
akanon	Ak'Anon	0	7160	55325	Clockwork_Merchant	88	41	40	157	Merchants of Ak`Anon	1	0	55325
akanon	Ak'Anon	0	7159	55324	Clockwork_Merchant	88	41	40	157	Merchants of Ak`Anon	1	0	55324
akanon	Ak'Anon	0	7154	55311	Clockwork_Merchant	88	41	40	157	Merchants of Ak`Anon	1	0	55311
akanon	Ak'Anon	0	7153	55316	Clockwork_Merchant	88	41	40	157	Merchants of Ak`Anon	1	0	55316
akanon	Ak'Anon	0	7152	55309	Clockwork_Merchant	88	41	40	157	Merchants of Ak`Anon	1	0	55309
akanon	Ak'Anon	0	7150	55021	Clockwork_SmithXIII	88	41	40	157	Merchants of Ak`Anon	1	0	55021
akanon	Ak'Anon	0	7134	55037	Clockwork_XXVIIC	38	1	40	196	King Ak`Anon	22	1	0
akanon	Ak'Anon	0	7133	55137	Kimble_Nogflop	12	1	40	815	Gem Choppers	1	1	0
akanon	Ak'Anon	0	5914	55149	a_clockwork_miner	88	41	40	157	Merchants of Ak`Anon	1	0	55149
akanon	Ak'Anon	0	5770	55087	a_clockwork_receptionist	88	1	40	196	King Ak`Anon	1	1	0
akanon	Ak'Anon	0	5769	55089	a_clockwork_torturer	88	9	40	731	Deepmuses	1	0	0
akanon	Ak'Anon	0	4	55098	a_clockwork_alchemist	88	41	40	157	Merchants of Ak`Anon	1	0	55098
akanon	Ak'Anon	0	5	55099	a_clockwork_jeweler	88	41	40	157	Merchants of Ak`Anon	1	0	55099
akanon	Ak'Anon	0	6	55100	a_clockwork_jeweler	88	41	40	157	Merchants of Ak`Anon	1	0	55100
akanon	Ak'Anon	0	7	55101	a_clockwork_grocer	88	41	40	157	Merchants of Ak`Anon	1	0	55101
akanon	Ak'Anon	0	8	55102	a_clockwork_bowyer	88	41	40	157	Merchants of Ak`Anon	1	0	55102
akanon	Ak'Anon	0	9	55103	a_clockwork_weaponsmith	88	41	40	157	Merchants of Ak`Anon	1	0	55103
akanon	Ak'Anon	0	10	55104	a_clockwork_weaponsmith	88	41	40	157	Merchants of Ak`Anon	1	0	55104
akanon	Ak'Anon	0	12	55105	a_clockwork_barkeep	88	41	40	157	Merchants of Ak`Anon	1	0	55105
akanon	Ak'Anon	0	14	55328	a_clockwork_merchant	88	41	40	157	Merchants of Ak`Anon	1	0	55328
akanon	Ak'Anon	0	15	55106	a_clockwork_cobbler	88	41	40	157	Merchants of Ak`Anon	1	0	55106
akanon	Ak'Anon	0	16	55107	a_clockwork_armorer	88	41	40	157	Merchants of Ak`Anon	1	0	55107
akanon	Ak'Anon	0	18	55108	a_clockwork_armorer	88	41	40	157	Merchants of Ak`Anon	1	0	55108
akanon	Ak'Anon	0	19	55109	a_clockwork_tanner	88	41	40	157	Merchants of Ak`Anon	1	0	55109
akanon	Ak'Anon	0	19	55110	a_clockwork_tanner	88	41	40	157	Merchants of Ak`Anon	1	0	55110
akanon	Ak'Anon	0	20	55111	a_clockwork_tailor	88	41	40	157	Merchants of Ak`Anon	1	0	55111
akanon	Ak'Anon	0	21	55112	a_clockwork_tailor	88	41	40	157	Merchants of Ak`Anon	1	0	55112
akanon	Ak'Anon	0	23	55113	a_clockwork_banker	88	40	40	157	Merchants of Ak`Anon	1	0	0
akanon	Ak'Anon	0	23	55220	a_clockwork_banker	88	40	40	157	Merchants of Ak`Anon	1	0	0
akanon	Ak'Anon	0	41	55147	a_clockwork_brewmaster	88	41	40	157	Merchants of Ak`Anon	1	0	55147
akanon	Ak'Anon	0	42	55148	a_clockwork_sketcher	88	41	40	157	Merchants of Ak`Anon	1	0	55148
akanon	Ak'Anon	0	47	55154	Tesil_Gludien	12	41	40	157	Merchants of Ak`Anon	1	1	55154
akanon	Ak'Anon	0	48132	55308	Clockwork_Merchant	88	41	40	157	Merchants of Ak`Anon	1	0	55308
akanon	Ak'Anon	0	48135	55310	Clockwork_Merchant	88	41	40	157	Merchants of Ak`Anon	1	0	55310
akanon	Ak'Anon	0	48136	55312	Clockwork_Merchant	88	41	40	157	Merchants of Ak`Anon	1	0	55312
akanon	Ak'Anon	0	48137	55313	Clockwork_Merchant	88	41	40	157	Merchants of Ak`Anon	1	0	55313
akanon	Ak'Anon	0	48138	55314	Clockwork_Merchant	88	41	40	157	Merchants of Ak`Anon	1	0	55314
akanon	Ak'Anon	0	48139	55315	Clockwork_Merchant	88	41	40	157	Merchants of Ak`Anon	1	0	55315
akanon	Ak'Anon	0	48141	55317	Clockwork_Merchant	88	41	40	157	Merchants of Ak`Anon	1	0	55317
akanon	Ak'Anon	0	48142	55318	Clockwork_Merchant	88	41	40	157	Merchants of Ak`Anon	1	0	55318
akanon	Ak'Anon	0	48145	55319	a_clockwork_merchant	88	41	40	157	Merchants of Ak`Anon	1	0	55319
akanon	Ak'Anon	0	48146	55301	a_clockwork_merchant	88	41	40	157	Merchants of Ak`Anon	1	0	55301
akanon	Ak'Anon	0	48147	55302	a_clockwork_merchant	88	41	40	157	Merchants of Ak`Anon	1	0	55302
akanon	Ak'Anon	0	48150	55320	Clockwork_Merchant	88	41	40	157	Merchants of Ak`Anon	1	0	55320
akanon	Ak'Anon	0	48151	55323	Clockwork_Merchant	88	41	40	157	Merchants of Ak`Anon	1	0	55323
akanon	Ak'Anon	0	48152	55322	Clockwork_Merchant	88	41	40	157	Merchants of Ak`Anon	1	0	55322
akanon	Ak'Anon	0	48153	55115	a_clockwork_priest	88	41	40	157	Merchants of Ak`Anon	1	0	55115
akanon	Ak'Anon	0	48157	55014	Clockwork_Merchant	88	41	40	157	Merchants of Ak`Anon	1	0	55014
akanon	Ak'Anon	0	48158	55321	Clockwork_Merchant	88	41	40	157	Merchants of Ak`Anon	1	0	55321
akanon	Ak'Anon	0	48161	55079	Clockwork_Merchant	88	41	40	157	Merchants of Ak`Anon	1	0	55079
akanon	Ak'Anon	0	48162	55097	a_clockwork_merchant	88	41	40	157	Merchants of Ak`Anon	1	0	55097
akanon	Ak'Anon	0	48163	55326	a_clockwork_merchant	88	41	40	157	Merchants of Ak`Anon	1	0	55326
akanon	Ak'Anon	0	48166	55327	a_clockwork_merchant	88	41	40	157	Merchants of Ak`Anon	1	0	55327
akanon	Ak'Anon	0	48168	55329	a_clockwork_merchant	88	41	40	157	Merchants of Ak`Anon	1	0	55329
akanon	Ak'Anon	0	48176	55330	Clockwork_Merchant	88	41	40	157	Merchants of Ak`Anon	1	0	55330
akanon	Ak'Anon	0	48178	55332	Clockwork_Merchant	88	41	40	157	Merchants of Ak`Anon	1	0	55332
akanon	Ak'Anon	0	48179	55333	Clockwork_Merchant	88	41	40	157	Merchants of Ak`Anon	1	0	55333
akanon	Ak'Anon	0	48180	55331	Clockwork_Merchant	88	41	40	157	Merchants of Ak`Anon	1	0	55331
akanon	Ak'Anon	0	7178	55222	Clockwork_XVIIC	38	1	42	196	King Ak`Anon	22	1	0
akanon	Ak'Anon	0	7119	55201	Clockwork_XXVIC	38	1	42	196	King Ak`Anon	22	1	0
akanon	Ak'Anon	0	5899	55057	Clockwork_MX	38	1	44	196	King Ak`Anon	22	0	0
akanon	Ak'Anon	0	7156	55305	Clockwork_Merchant	88	41	50	157	Merchants of Ak`Anon	5	0	55305
akanon	Ak'Anon	0	51	55158	Priest_of_Discord	1	2	50	0	NULL	1	0	0
akanon	Ak'Anon	0	48128	55304	Clockwork_Merchant	88	41	50	157	Merchants of Ak`Anon	5	0	55304
akanon	Ak'Anon	0	48130	55306	Clockwork_Merchant	88	41	50	157	Merchants of Ak`Anon	5	0	55306
akanon	Ak'Anon	0	48131	55307	Clockwork_Merchant	88	41	50	157	Merchants of Ak`Anon	5	0	55307
akanon	Ak'Anon	0	3288206	55303	Clockwork_Merchant	88	41	50	157	Merchants of Ak`Anon	5	0	55303
akanon	Ak'Anon	0	7162	55017	Clockwork_VIIX	88	14	55	196	King Ak`Anon	1	1	0
akanon	Ak'Anon	0	7177	55006	Silox_Azrix	12	2	60	221	Dark Reflection	1	1	0
akanon	Ak'Anon	0	34789	55088	King_Ak-Anon	88	13	60	196	King Ak`Anon	1	0	0
akanon	Ak'Anon	0	7157	55126	Eonis_Mournunder	12	30	61	221	Dark Reflection	1	1	0
akanon	Ak'Anon	0	5898	55056	Larkon_Theardor	12	32	61	152	Eldritch Collective	1	1	0
akanon	Ak'Anon	0	25	55117	Narron_Jenork	12	20	61	147	Gem Choppers	1	1	0
akanon	Ak'Anon	0	26	55118	Manik_Compolten	12	20	61	147	Gem Choppers	1	1	0
akanon	Ak'Anon	0	27	55119	Velena_Corgtec	12	31	61	221	Dark Reflection	1	1	0
akanon	Ak'Anon	0	28	55121	Rilgor_Plegnog	12	33	61	221	Dark Reflection	1	1	0
akanon	Ak'Anon	0	29	55122	Kaxon_Frennor	12	28	61	221	Dark Reflection	1	1	0
akanon	Ak'Anon	0	30	55124	Evah_Xokez	12	21	61	221	Dark Reflection	1	1	0
akanon	Ak'Anon	0	31	55127	Lobal_Postugger	12	28	61	731	Deepmuses	1	1	0
akanon	Ak'Anon	0	33	55129	Useah_Harnbock	12	31	61	152	Eldritch Collective	1	0	0
akanon	Ak'Anon	0	34	55135	Jarah_Reskan	12	20	61	147	Gem Choppers	1	1	0
akanon	Ak'Anon	0	35	55138	Digetha_Chogaller	12	21	61	731	Deepmuses	1	0	0
akanon	Ak'Anon	0	36	55139	Iony_Gredlong	12	21	61	731	Deepmuses	1	1	0
akanon	Ak'Anon	0	40	55146	Lewis_Reldnok	12	22	61	731	Deepmuses	1	1	0
akanon	Ak'Anon	0	44	55151	Zapho_the_Ancient	12	13	61	0	NULL	1	1	0
akanon	Ak'Anon	0	46	55153	Golsodix_Biroboddle	12	1	61	0	NULL	1	1	0
akanon	Ak'Anon	0	26456	55136	Baxok_Curhunter	12	20	61	147	Gem Choppers	1	1	0
akanon	Ak'Anon	0	48133	55131	Nonnie_Texaker	12	33	61	152	Eldritch Collective	1	0	0
akanon	Ak'Anon	0	48134	55134	Wuggan_Azusphere	12	32	61	152	Eldritch Collective	1	1	0
akanon	Ak'Anon	0	48140	55130	Tobon_Starpyre	12	31	61	152	Eldritch Collective	1	1	0
akanon	Ak'Anon	0	48143	55133	Tergon_Brenclog	12	32	61	152	Eldritch Collective	1	1	0
akanon	Ak'Anon	0	48144	55015	Xalirilan_Zarinokosalio	12	31	61	152	Eldritch Collective	1	1	0
akanon	Ak'Anon	0	48154	55125	Dewis_Caneal	12	30	61	221	Dark Reflection	1	0	0
akanon	Ak'Anon	0	48155	55145	Garret_Zethkog	12	24	61	221	Dark Reflection	1	1	0
akanon	Ak'Anon	0	48156	55020	Derthix_Gibblix	12	21	61	221	Dark Reflection	1	1	0
akanon	Ak'Anon	0	48181	55123	Vaenor_Husga	12	32	61	221	Dark Reflection	1	1	0
akanon	Ak'Anon	0	48182	55120	Naygog_Mitope	12	20	61	221	Dark Reflection	1	1	0
akanon	Ak'Anon	0	7151	55019	Tamno_Shifa	12	63	65	0	NULL	1	0	0
akanon	Ak'Anon	0	45	55152	Soulbinder_Toglonoit	12	1	65	614	Beta Neutral	1	1	0
akanon	Ak'Anon	0	49	55156	Flapti_Bizttrin	12	1	65	0	NULL	1	1	0
akanon	Ak'Anon	0	32	55128	Welno_Tanlonikan	12	28	70	731	Deepmuses	1	1	0
akanon	Ak'Anon	0	48129	55132	Juline_Urncaller	12	33	70	152	Eldritch Collective	1	1	0
akanon	Ak'Anon	0	110220	55335	Santug_Claugg	10	1	70	0	NULL	1	0	0
akanon	Ak'Anon	0	117651	55339	Reuben_Reldnok	12	22	70	731	Deepmuses	1	1	0
akanon	Ak'Anon	0	117652	55340	Morlan_Tanlonikan	12	28	70	731	Deepmuses	1	1	0
bazaar	The Bazaar	3	6768	151000	#Gliblixl_Rocktok	12	41	1	0	NULL	1	1	151000
bazaar	The Bazaar	3	111122	151204	Gliblixl_Rocktok	12	41	1	0	NULL	1	1	151204
